# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	2795
#@/user_id	c4e4d588-8969-45dd-ab6e-a3afd9cb4349
jia shang 	加上	c=1 d=1 t=1081
jian 	健	c=2 d=0.153355 t=2795
jian 	劍	c=1 d=1 t=1716
jian 	鍵	c=1 d=1 t=1595
jian 	間	c=1 d=1 t=1992
jian ce 	檢測	c=1 d=0.177284 t=2795
jian chi 	堅持	c=0 d=0.1 t=1799
jian chi wo de 	堅持我的	c=1 d=1 t=1800
jian chi xia qu 	堅持下去	c=0 d=0.1 t=2612
jian dan 	簡單	c=7 d=1.26599 t=2795
jian jie 	簡潔	c=1 d=1 t=2746
jian li 	建立	c=1 d=0.856415 t=2795
jian li 	簡歷	c=2 d=1.01964 t=2685
jian pan 	鍵盤	c=0 d=0.0115325 t=2795
jian pan she zhi 	鍵盤設置	c=1 d=1 t=1596
jiang 	將	c=1 d=0.0765355 t=2795
jiang dao li 	講道理	c=2 d=0.453728 t=2795
jiang di 	降低	c=1 d=1 t=2431
jiang yi 	講義	c=1 d=1 t=2068
jiao 	交	c=1 d=0.180866 t=2795
jiao 	叫	c=1 d=0.0381969 t=2795
jiao ben 	腳本	c=6 d=0.0943882 t=2795
jiao cheng 	教程	c=10 d=1.00583 t=2795
jiao dian 	焦點	c=1 d=1 t=2232
jiao hao de 	較好的	c=0 d=0.1 t=2732
jiao hu 	交互	c=1 d=1 t=2427
jiao hui 	教會	c=0 d=0.1 t=2735
jiao hui le 	教會了	c=1 d=1 t=2736
jiao xia 	腳下	c=1 d=1 t=1426
jiao zuo ye 	交作業	c=1 d=0.0368832 t=2795
jie 	節	c=2 d=0.937067 t=2795
jie gou 	結構	c=6 d=0.687289 t=2795
jie guo 	結果	c=1 d=1 t=907
jie jue 	解決	c=4 d=1.31935 t=2795
jie jue de 	解決的	c=1 d=1 t=1555
jie le 	接了	c=1 d=0.0430669 t=2795
jie shao 	介紹	c=1 d=1 t=1094
jie shi 	解釋	c=0 d=0.0321422 t=2795
jie shi qi 	解釋器	c=4 d=0.654244 t=2795
jie tu 	截圖	c=1 d=1 t=2690
jie xi 	解析	c=1 d=1 t=1178
jie ya 	解壓	c=4 d=0.763379 t=2795
jin 	盡	c=1 d=1 t=1985
jin 	進	c=1 d=1 t=1990
jin bu qu 	進不去	c=1 d=1 t=1370
jin du 	進度	c=2 d=1.58275 t=2521
jin gang 	金剛	c=1 d=1 t=2224
jin nian 	今年	c=1 d=1 t=2616
jin tian 	今天	c=4 d=0.26577 t=2795
jin tian hao xiang 	今天好像	c=1 d=1 t=1803
jing 	靜	c=1 d=1 t=1818
jing gao 	警告	c=1 d=1 t=2125
jing hua 	精華	c=1 d=0.408608 t=2795
jing jian 	精簡	c=2 d=1.9802 t=2463
jing li 	精力	c=0 d=0.0261846 t=2795
jing sui 	精髓	c=2 d=1.96561 t=2032
jing xiang 	鏡像	c=3 d=0.163654 t=2795
jing yan 	經驗	c=1 d=1 t=2178
jiu 	就	c=3 d=0.764204 t=2795
jiu hao 	就好	c=0 d=0.1 t=2647
jiu hao le 	就好了	c=1 d=1 t=2648
jiu hui 	就會	c=1 d=1 t=1546
jiu ke yi 	就可以	c=1 d=0.410656 t=2795
jiu nong 	就弄	c=1 d=1 t=2182
jiu shi 	就是	c=2 d=1.956 t=1287
jiu xing 	就行	c=1 d=0.117335 t=1811
jiu xing le 	就行了	c=2 d=1.88692 t=1836
jiu zuo 	就做	c=0 d=0.00332068 t=2795
ju li 	舉例	c=1 d=0.970446 t=2795
ju ran 	居然	c=0 d=0.1 t=2584
ju ti 	具體	c=1 d=1 t=1084
jue de 	覺得	c=2 d=0.519442 t=2795
jun 	君	c=1 d=0.701173 t=2795
jun ke 	君克	c=3 d=1.90426 t=2091
ka men 	卡門	c=0 d=0.1 t=2771
ka si 	卡死	c=4 d=2.33544 t=1547
ka zhu 	卡住	c=3 d=2.98506 t=1526
kai fa 	開發	c=4 d=0.83527 t=2795
kai fa ri ji 	開發日記	c=1 d=1 t=1702
kai fa zhe 	開發者	c=1 d=1 t=988
kai ji 	開機	c=2 d=1.0133 t=2238
kai qi 	開啓	c=1 d=0.506617 t=2795
kai qi shi 	開啓時	c=1 d=1 t=951
kai shi 	開始	c=4 d=0.304921 t=2795
kai xue 	開學	c=1 d=1 t=2620
kai yuan 	開源	c=1 d=1 t=1177
kan 	看	c=7 d=1.26109 t=2795
kan dao 	看到	c=4 d=1.48336 t=2720
kan dong xi 	看東西	c=1 d=1 t=2572
kan kan 	看看	c=1 d=0.404542 t=2795
kan kan bie ren de 	看看別人的	c=1 d=1 t=1467
kan le 	看了	c=3 d=2.24066 t=2681
kan le xia 	看了下	c=1 d=1 t=1809
kan shu 	看書	c=0 d=0.1 t=2658
kan wan 	看完	c=0 d=0.128365 t=2648
kan zhe 	看着	c=0 d=0.0216536 t=2795
kan zhe hai xing 	看着還行	c=1 d=0.217621 t=2795
kan zhe pian 	看這篇	c=1 d=1 t=2547
kan zi ji 	看自己	c=1 d=1 t=2448
kao bei 	拷貝	c=1 d=1 t=2375
kao shi 	考試	c=1 d=0.0269177 t=2795
kao shi le 	考試了	c=1 d=0.186374 t=2795
kao wan 	考完	c=0 d=0.0127454 t=2795
kao wan la 	考完啦	c=1 d=0.128093 t=2795
ke 	克	c=1 d=0.704688 t=2795
ke 	可	c=2 d=1.00443 t=1959
ke 	科	c=1 d=1 t=1221
ke cheng 	課程	c=6 d=5.6154 t=2075
ke cheng xue xi 	課程學習	c=1 d=1 t=1901
ke hu duan 	客戶端	c=6 d=2.04098 t=2795
ke neng 	可能	c=3 d=1.05306 t=1986
ke she 	課設	c=1 d=0.0668703 t=2795
ke xue 	科學	c=1 d=0.0750208 t=2795
ke yi 	可以	c=4 d=0.727523 t=2795
ke yi shi yong 	可以使用	c=1 d=1 t=969
ke yi shuo shi 	可以說是	c=1 d=0.0314298 t=2795
keng 	坑	c=1 d=1 t=1089
kong ge 	空格	c=2 d=1.01073 t=1855
kong jian 	空間	c=0 d=0.1 t=1954
kong jian he shi jian 	空間核事件	c=1 d=1 t=1955
kong zhi 	控制	c=3 d=0.827529 t=2795
ku 	庫	c=4 d=2.33872 t=2014
kuai 	塊	c=0 d=0.0453845 t=2795
kuai 	快	c=2 d=0.123833 t=2795
kuai dian 	快點	c=0 d=0.1 t=2396
kuai su 	快速	c=1 d=1 t=833
kuan du 	寬度	c=0 d=0.1 t=1563
la 	啦	c=1 d=0.0503736 t=2795
la 	拉	c=1 d=1 t=1830
la ji 	垃圾	c=1 d=1 t=1801
lai 	來	c=3 d=0.349938 t=2795
lai dao 	來到	c=1 d=0.275271 t=2795
lai gou zao 	來構造	c=1 d=1 t=2752
lai shi 	來時	c=1 d=1 t=2715
lan guang 	藍光	c=0 d=0.1 t=1713
lan guang dian ying 	藍光電影	c=1 d=1 t=1714
lan mao 	懶貓	c=2 d=0.621885 t=2795
lang 	狼	c=2 d=1.0382 t=2138
lao 	老	c=0 d=0.0704688 t=2795
lao gong wu yuan le 	老公務員了	c=1 d=0.70822 t=2795
le 	了	c=40 d=5.47609 t=2795
le de 	了的	c=1 d=0.13332 t=2795
lei 	類	c=1 d=1 t=2487
lei le 	累了	c=1 d=1 t=2199
lei xing 	類型	c=2 d=0.313486 t=2795
lei xing zhuan huan 	類型轉換	c=1 d=1 t=1626
li 	力	c=1 d=1 t=2340
li 	李	c=2 d=0.151829 t=2795
li jie 	理解	c=1 d=1 t=2542
li mian 	裏面	c=2 d=1.00019 t=2611
li nu xing 	李奴性	c=1 d=1 t=2128
li san 	離散	c=2 d=1.98511 t=2329
li zi 	例子	c=1 d=1 t=2723
lian biao 	鏈表	c=0 d=0.1 t=1611
lian jie 	連接	c=0 d=0.1 t=1838
lian jie 	鏈接	c=2 d=1.59156 t=1727
lian jie shou ji 	連接手機	c=1 d=1 t=1839
liang dao 	兩道	c=1 d=1 t=2493
liang ge 	兩個	c=1 d=0.0692522 t=2795
liang hao 	良好	c=0 d=0.1 t=1964
liang hao de 	良好的	c=1 d=1 t=1965
liang tian 	兩天	c=0 d=0.1 t=2519
liang tian le 	兩天了	c=1 d=1 t=2520
liang zhong 	兩種	c=1 d=1 t=2732
liang zhou 	兩週	c=2 d=1.99538 t=2271
liang zhou zi zhi 	兩週自製	c=1 d=1 t=1895
lie biao 	列表	c=5 d=1.68769 t=2795
lie kai 	裂開	c=0 d=0.00342181 t=2795
lie kai lai 	裂開來	c=0 d=0.00335406 t=2795
ling huo 	靈活	c=2 d=1.9802 t=1998
liu bi 	流弊	c=1 d=1 t=2517
liu zhe 	留着	c=0 d=0.0261846 t=2795
liu zhe jing li 	留着精力	c=1 d=0.263158 t=2795
lu ping 	錄屏	c=1 d=1 t=2786
lun tan 	論壇	c=1 d=0.637628 t=2795
luo ji 	邏輯	c=1 d=1 t=1746
luo li 	瘰癧	c=1 d=1 t=1742
ma 	碼	c=1 d=1 t=1856
ma de 	媽的	c=2 d=0.0437178 t=2795
man 	慢	c=1 d=0.0581343 t=2795
man man 	慢慢	c=1 d=1 t=2536
me 	麼	c=0 d=0.0888716 t=2795
mei 	每	c=2 d=1.94176 t=1674
mei 	沒	c=4 d=1.08182 t=2614
mei 	美	c=1 d=0.527415 t=2612
mei bi yao 	沒必要	c=2 d=0.640849 t=2795
mei bian 	沒變	c=1 d=0.063609 t=2795
mei ci 	每次	c=1 d=0.00291588 t=2795
mei ci zhuang 	每次裝	c=1 d=0.0293049 t=2795
mei ge 	每個	c=1 d=1 t=939
mei jian chi xia qu 	美堅持下去	c=1 d=1 t=2613
mei kan 	沒看	c=0 d=0.1 t=2585
mei kan dao 	沒看到	c=1 d=1 t=2586
mei quan xian 	沒權限	c=1 d=1 t=916
mei shi jia 	美食家	c=1 d=0.150318 t=2795
mei wen ti 	沒問題	c=0 d=0.1 t=1766
mei wen ti le 	沒問題了	c=1 d=1 t=1767
mei xia 	沒下	c=0 d=0.1 t=2113
mei xiang dao 	沒想到	c=1 d=1 t=1885
mei you 	沒有	c=1 d=0.111917 t=2795
meng 	萌	c=1 d=1 t=2137
mi ma 	密碼	c=1 d=1 t=2686
mi ti 	謎題	c=1 d=1 t=2593
mian fei 	免費	c=1 d=1 t=1157
mian shi 	面試	c=1 d=1 t=2311
miao 	秒	c=1 d=1 t=1563
ming ming 	命名	c=1 d=0.188247 t=2795
ming ming 	明明	c=1 d=1 t=2577
ming nian 	明年	c=0 d=0.1 t=1482
ming nian zai zhan 	明年再戰	c=1 d=1 t=1483
ming tian 	明天	c=1 d=1 t=958
mo ban 	模板	c=3 d=1.87912 t=2795
mo ming 	莫名	c=1 d=0.0837432 t=2795
mo ni qi 	模擬器	c=2 d=0.57122 t=2795
mo ren 	默認	c=2 d=1.04235 t=2795
mo shi 	模式	c=6 d=5.47862 t=2401
mo wei 	末尾	c=0 d=0.1 t=1457
mo wei zi fu chuan 	末尾字符串	c=1 d=1 t=1458
mou xie 	某些	c=1 d=1 t=1641
mu duo 	木鐸	c=1 d=0.852144 t=2795
mu lu 	目錄	c=3 d=1.02881 t=1686
mu lu de 	目錄的	c=1 d=1 t=884
mu lu xia 	目錄下	c=0 d=0.1 t=925
mu lu xia de 	目錄下的	c=1 d=1 t=926
mu qian 	目前	c=4 d=2.78198 t=1562
na 	拿	c=1 d=0.0520787 t=2795
na 	那	c=0 d=0.00256042 t=2795
na bu 	那不	c=0 d=0.1 t=746
na ge 	那個	c=1 d=1 t=917
na lai 	拿來	c=1 d=0.138761 t=2795
na me 	那麼	c=0 d=0.0752014 t=2795
ne 	呢	c=1 d=1 t=2086
nei bu 	內部	c=1 d=1 t=1903
nei cun 	內存	c=2 d=0.252169 t=2414
nei cun guan li 	內存管理	c=1 d=1 t=2415
nei he 	內核	c=7 d=0.128703 t=2795
neng 	能	c=0 d=0.0025223 t=2795
neng gou 	能夠	c=1 d=1 t=2342
neng kan 	能看	c=0 d=0.1 t=2446
neng kan duo shao 	能看多少	c=1 d=1 t=2447
ni 	你	c=3 d=0.016987 t=2795
ni de 	你的	c=2 d=1.12246 t=1288
ni hao 	你好	c=1 d=1 t=1250
ni kuai dian kan wan 	你快點看完	c=1 d=1 t=2397
ni ma 	你媽	c=0 d=0.00509555 t=2795
ni na 	你拿	c=1 d=0.0378169 t=2795
ni suo 	你所	c=2 d=1.9802 t=1183
ni ti jiao dai ma 	你提交代碼	c=1 d=1 t=1345
ni yao 	你要	c=0 d=0.1 t=1082
ni yao de 	你要的	c=1 d=1 t=1083
ni zao jiu xie le 	你早就寫了	c=1 d=0.0439369 t=2795
ni zhuan 	逆轉	c=1 d=1 t=1613
nian 	年	c=1 d=1 t=1338
nong 	弄	c=3 d=0.842716 t=2795
nong dao 	弄到	c=1 d=1 t=2163
nong hao 	弄好	c=0 d=0.1 t=1227
nong hao le 	弄好了	c=1 d=1 t=1228
nong hu 	農戶	c=0 d=0.1 t=2377
nong huai le 	弄壞了	c=1 d=1 t=2159
nu xing 	奴性	c=0 d=0.1 t=2127
o 	哦	c=1 d=0.19593 t=2795
pa 	怕	c=1 d=1 t=2162
pa chong 	爬蟲	c=2 d=1.72615 t=1691
pai 	拍	c=0 d=0.1 t=1027
pai 	派	c=1 d=1.099 t=1054
pai ban 	排版	c=3 d=1.00061 t=2430
pai cha 	排查	c=1 d=0.0944202 t=2795
pai chu 	排除	c=1 d=1 t=1611
pan 	盤	c=2 d=0.869358 t=2795
pan duan 	判斷	c=1 d=1 t=2518
pei hao 	配好	c=1 d=0.0322254 t=2795
pei he 	配合	c=1 d=0.634448 t=2795
pei se 	配色	c=1 d=0.909373 t=2795
pei zhi 	配置	c=35 d=3.28683 t=2795
pei zhi a 	配置啊	c=1 d=0.0393602 t=2795
pi fu 	皮膚	c=2 d=0.126512 t=2795
pi liang 	批量	c=3 d=1.73508 t=2119
pi liang xiang 	批量向	c=1 d=1 t=1015
pi liang zhu shi 	批量註釋	c=1 d=1 t=1192
ping mu liang du 	屏幕亮度	c=1 d=0.0761538 t=2795
pou xi 	剖析	c=1 d=1 t=2286
qi 	器	c=6 d=1.17064 t=2795
qi dong 	啓動	c=4 d=0.123687 t=2795
qi dong xiang 	啓動項	c=1 d=0.0916297 t=2795
qi guai 	奇怪	c=0 d=0.1 t=1541
qi guai de 	奇怪的	c=1 d=1 t=1542
qi shi 	其實	c=2 d=1.01538 t=2660
qi ta 	其他	c=2 d=1.00966 t=2449
qi tian 	七天	c=1 d=1 t=2628
qia en 	卡恩	c=0 d=0.1 t=882
qia en jian 	卡恩健	c=1 d=1 t=883
qian 	前	c=2 d=1.02065 t=2650
qian chu 	淺出	c=1 d=1 t=2094
qian duan shi jian 	前段時間	c=1 d=1 t=1124
qian mian 	前面	c=2 d=0.279431 t=2795
qian ru shi 	嵌入式	c=2 d=1.96079 t=2097
qian tian 	前天	c=1 d=0.0274607 t=2795
qian yi 	遷移	c=1 d=1 t=1167
qie wu 	切勿	c=1 d=1 t=1569
qing 	請	c=1 d=1 t=1372
qing chu 	清除	c=1 d=1 t=763
qing hua 	清華	c=1 d=1 t=2219
qing hua da xue 	清華大學	c=1 d=1 t=1900
qing kuang xia 	情況下	c=1 d=1 t=1516
qiu 	求	c=2 d=1.09348 t=2341
qiu he 	求和	c=4 d=3.86344 t=1869
qiu zhi 	求值	c=1 d=0.293758 t=2795
qu 	去	c=0 d=0.1 t=746
qu 	取	c=2 d=1.00145 t=2763
qu chu 	去除	c=2 d=1.98511 t=2120
qu dong 	驅動	c=2 d=1.01297 t=2787
qu na bu 	去那不	c=1 d=1 t=747
qu nian 	去年	c=1 d=1 t=2594
qu se qi 	取色器	c=3 d=0.199146 t=2795
qu zheng 	取整	c=2 d=1.99005 t=1866
quan 	全	c=1 d=1 t=2052
quan bu 	全部	c=1 d=1 t=749
quan ji 	全集	c=1 d=0.0812682 t=2795
quan shi 	詮釋	c=1 d=1 t=2673
quan xian 	權限	c=14 d=0.479505 t=2795
ran hou 	然後	c=4 d=1.84119 t=2795
rang ni 	讓你	c=1 d=1 t=2541
ren wu 	任務	c=6 d=0.450576 t=2795
ren zhen 	認真	c=1 d=1 t=2600
ren zheng 	認證	c=1 d=1 t=2598
ri chang 	日常	c=3 d=0.228779 t=2795
ri ji 	日記	c=1 d=0.734448 t=1701
ru dang 	入黨	c=1 d=1 t=2227
ru guo 	如果	c=3 d=1.92063 t=1536
ru he 	如何	c=2 d=1.18637 t=2738
ru wu 	如無	c=1 d=1 t=1567
ru xia 	如下	c=1 d=1 t=1152
sai 	賽	c=1 d=1 t=1870
san 	三	c=1 d=1 t=2651
san dao 	三道	c=1 d=1 t=1875
san ge 	三個	c=1 d=0.0281559 t=2795
sao le 	掃了	c=1 d=1 t=1479
se 	色	c=2 d=0.856415 t=2795
sha 	啥	c=3 d=0.256661 t=2795
sha 	殺	c=1 d=1 t=1484
shan 	閃	c=1 d=1 t=1402
shan chu 	刪除	c=4 d=0.202108 t=2795
shan dian xia 	閃電俠	c=1 d=1 t=1849
shan le 	刪了	c=1 d=0.0397558 t=2795
shang 	上	c=5 d=0.601225 t=2795
shang mian 	上面	c=2 d=0.772092 t=2795
shang mian de 	上面的	c=1 d=1 t=1121
shao nao 	燒腦	c=1 d=1 t=2533
she bei 	設備	c=1 d=1 t=1917
she bei guan li 	設備管理	c=2 d=1.1367 t=2418
she ji 	設計	c=3 d=1.45542 t=2325
she me 	什麼	c=1 d=1 t=1704
she zhi 	設置	c=31 d=2.72583 t=2795
she zhi wei 	設置爲	c=2 d=1.97045 t=1670
shen 	身	c=1 d=1 t=1291
shen me 	什麼	c=2 d=1.01804 t=2450
shen qing shu 	申請書	c=1 d=1 t=2228
shen ru 	深入	c=1 d=1 t=2093
shen ru qian chu 	深入淺出	c=1 d=1 t=2092
sheng cheng 	生成	c=6 d=0.229335 t=2795
sheng huo 	生活	c=1 d=1 t=1024
sheng ka 	聲卡	c=1 d=0.111359 t=2795
sheng yin 	聲音	c=1 d=0.128439 t=2795
shi 	實	c=2 d=0.292293 t=2795
shi 	是	c=28 d=2.02367 t=2795
shi 	時	c=4 d=3.80517 t=1679
shi 	石	c=1 d=1 t=2225
shi bai 	失敗	c=1 d=1.00327 t=2790
shi bai le 	失敗了	c=1 d=1 t=2107
shi fou 	是否	c=1 d=1 t=1355
shi he 	適合	c=1 d=0.203926 t=2795
shi hou 	事後	c=1 d=1 t=1436
shi hou 	時候	c=1 d=1 t=1431
shi jian 	時間	c=3 d=0.443968 t=2795
shi jian ce 	是檢測	c=1 d=1 t=1348
shi jian le 	時間了	c=1 d=0.377192 t=2795
shi jian she zhi 	時間設置	c=1 d=0.119433 t=2795
shi jie 	世界	c=2 d=1.00053 t=2756
shi kong 	時空	c=1 d=1 t=1770
shi li 	示例	c=4 d=1.13297 t=2795
shi liang ge 	是兩個	c=1 d=1 t=1730
shi pin 	視頻	c=1 d=1 t=1709
shi qing 	事情	c=2 d=1.33622 t=1107
shi shang 	世上	c=1 d=1 t=2200
shi shi 	實時	c=1 d=1 t=2098
shi ti 	實體	c=1 d=1 t=1571
shi wang 	失望	c=0 d=0.1 t=2511
shi wei le 	是爲了	c=1 d=1 t=2540
shi wo 	是我	c=1 d=0.0401553 t=2795
shi wo de 	是我的	c=0 d=0.1 t=1689
shi xi 	實習	c=1 d=1 t=2684
shi xian 	實現	c=6 d=0.978673 t=2795
shi xian le 	實現了	c=1 d=1 t=2716
shi xiao 	失效	c=3 d=1.20473 t=1416
shi yan 	實驗	c=3 d=0.229925 t=2795
shi yan bao gao 	實驗報告	c=1 d=0.225373 t=2795
shi yong 	使用	c=29 d=2.59505 t=2795
shi yong 	適用	c=1 d=1 t=1137
shi yong xiao xi 	使用消息	c=1 d=1 t=2001
shou 	收	c=1 d=0.481909 t=2795
shou bing 	手柄	c=1 d=1 t=2428
shou ce 	手冊	c=1 d=0.484325 t=2795
shou ji 	手機	c=0 d=0.198511 t=1841
shou ji 	收集	c=1 d=1 t=2061
shou xie 	手寫	c=1 d=0.0288686 t=2795
shu 	數	c=3 d=2.95556 t=2486
shu 	書	c=2 d=0.0459593 t=2795
shu biao 	鼠標	c=1 d=1 t=1550
shu chu 	輸出	c=7 d=0.973842 t=2795
shu chu dai ma 	輸出代碼	c=1 d=1 t=933
shu dian 	數點	c=1 d=0.0665368 t=2795
shu du 	數獨	c=1 d=1 t=762
shu ju 	數據	c=4 d=0.995784 t=2795
shu ju de 	數據的	c=1 d=1 t=2713
shu liang 	數量	c=0 d=0.1 t=2524
shu liang you guan 	數量有關	c=1 d=1 t=2525
shu mei 	樹莓	c=0 d=0.18825 t=1052
shu mei pai 	樹莓拍	c=1 d=1 t=1028
shu mei pai 	樹莓派	c=1 d=1 t=1053
shu ru 	輸入	c=1 d=0.108067 t=2795
shu ru fa 	輸入法	c=3 d=0.130721 t=2795
shu ru shu chu 	輸入輸出	c=1 d=1 t=1318
shu xie 	書寫	c=2 d=1.99005 t=813
shu xing 	樹形	c=1 d=1 t=2504
shu xue 	數學	c=1 d=1 t=2327
shu zhong 	書中	c=1 d=1 t=2721
shu zi 	數字	c=7 d=0.146607 t=2795
shu zi tu xiang 	數字圖像	c=1 d=0.0489249 t=2795
shu zi tu xiang chu li 	數字圖像處理	c=1 d=0.140858 t=2795
shu zi xin hao 	數字信號	c=0 d=0.0113213 t=2795
shu zi xin hao chu li 	數字信號處理	c=1 d=0.0380064 t=2795
shu zi xin hao kao shi 	數字信號考試	c=1 d=0.075774 t=2795
shu zu 	數組	c=3 d=1.01911 t=2488
shuang 	雙	c=2 d=0.220019 t=2795
shuang xian ka 	雙顯卡	c=3 d=1.46858 t=1368
shuo 	說	c=1 d=1 t=879
shuo le 	說了	c=0 d=0.1 t=997
shuo ming 	說明	c=4 d=0.97531 t=2795
shuo shi hua 	說實話	c=1 d=1 t=2454
si hu 	似乎	c=0 d=0.1 t=753
si le 	死了	c=0 d=0.0028297 t=2795
si wu 	四五	c=0 d=0.1 t=1849
si xiang 	思想	c=1 d=1 t=1022
si yuan 	思源	c=1 d=1 t=975
si zhong 	四種	c=1 d=1 t=1424
song 	松	c=1 d=0.15259 t=2795
song jian 	送檢	c=1 d=1 t=1247
sou dao 	搜到	c=1 d=1 t=1365
sou suo 	搜索	c=1 d=1 t=913
su du 	速度	c=1 d=1 t=1561
suan 	酸	c=1 d=1 t=1160
suan fa 	算法	c=4 d=0.680451 t=2795
suan fa dao lun 	算法導論	c=1 d=1 t=1880
suan le 	算了	c=1 d=1 t=1798
sui bian 	隨便	c=3 d=0.402524 t=2795
sui ran 	雖然	c=0 d=0.00383884 t=2795
sui ran ni zhe ge 	雖然你這個	c=1 d=0.0385808 t=2795
suo fang 	縮放	c=1 d=1 t=2081
suo jin 	縮進	c=2 d=1.51944 t=937
suo shu 	所屬	c=1 d=0.878095 t=2795
suo yao 	所要	c=1 d=1 t=2675
suo yi 	所以	c=3 d=0.448927 t=2795
suo yi da suan 	所以打算	c=1 d=1 t=2621
suo yi wo jiu 	所以我就	c=1 d=1 t=906
ta 	它	c=2 d=1.03597 t=2197
ta 	祂	c=1 d=1 t=2759
ta ben shen 	它本身	c=1 d=1 t=1294
ta ma 	他媽	c=0 d=0.1 t=1237
ta men de 	他們的	c=1 d=0.227638 t=2795
tai 	態	c=1 d=1 t=2011
tai di 	太低	c=0 d=0.1 t=1518
tai duo 	太多	c=2 d=0.767898 t=2795
tai duo le 	太多了	c=1 d=1 t=2612
tan tao 	探討	c=2 d=0.127934 t=2795
te zheng 	特徵	c=2 d=1.09877 t=2391
ti 	題	c=2 d=1.00386 t=2670
ti huan 	替換	c=1 d=1 t=846
ti jiao 	提交	c=4 d=0.140385 t=2795
ti jiao dao 	提交到	c=1 d=0.0776922 t=2795
ti jiao de 	提交的	c=1 d=1 t=1353
ti jie 	題解	c=5 d=1.07351 t=2420
ti le 	提了	c=0 d=0.1 t=2668
ti mu 	題目	c=1 d=1.00484 t=1469
ti mu shi 	題目是	c=1 d=1 t=1470
ti qu 	提取	c=2 d=0.767221 t=2795
tian 	天	c=1 d=1 t=1589
tian jia 	添加	c=1 d=0.0623495 t=2795
tiao zhe 	跳着	c=2 d=1.55711 t=2646
ting hao 	挺好	c=0 d=0.0168638 t=2795
ting hao de 	挺好的	c=2 d=0.169483 t=2795
tong 	同	c=2 d=1.00144 t=2581
tong 	瞳	c=1 d=0.250324 t=2795
tong bu 	同步	c=1 d=0.0710054 t=2795
tong guo 	通過	c=1 d=1 t=2711
tong pan 	同盤	c=1 d=1 t=2793
tong shi 	同時	c=3 d=2.92244 t=1944
tong xin 	通信	c=2 d=1.6005 t=2095
tong yi 	同一	c=0 d=0.199501 t=2583
tong yi dui jiao xian 	同一對角線	c=2 d=1.98511 t=2587
tong yi hang 	同一行	c=1 d=1 t=2583
tou 	頭	c=2 d=1.73002 t=1017
tou can shu 	頭參數	c=1 d=1 t=936
tou ming 	透明	c=3 d=0.348342 t=2795
tou wen jian 	頭文件	c=1 d=1 t=1203
tu 	圖	c=4 d=0.236925 t=2795
tu biao 	圖標	c=1 d=1 t=987
tu ling 	圖靈	c=1 d=1 t=2262
tu pian 	圖片	c=3 d=0.642599 t=2795
tu pian kuan du 	圖片寬度	c=1 d=1 t=1564
tu shu guan 	圖書館	c=1 d=1 t=2028
tu xiang 	圖像	c=3 d=0.411567 t=2795
tu xing 	圖形	c=2 d=1.92312 t=2718
tui 	退	c=1 d=1 t=1403
tui jian 	推薦	c=1 d=1 t=1190
tuo zhan 	拓展	c=1 d=0.882497 t=2795
wa 	哇	c=1 d=0.12493 t=2795
wai he 	外核	c=1 d=1 t=2003
wan 	完	c=1 d=0.103043 t=2670
wan 	玩	c=1 d=0.139457 t=2795
wan me chan shu 	完麼闡述	c=1 d=1 t=2671
wan neng 	萬能	c=1 d=1 t=1202
wan shan 	完善	c=1 d=0.211189 t=2795
wan shang 	晚上	c=0 d=0.1 t=2777
wang 	王	c=1 d=1 t=1743
wang 	網	c=1 d=1 t=829
wang luo 	網絡	c=3 d=0.457976 t=2795
wang luo bian cheng 	網絡編程	c=1 d=1 t=2040
wang shang 	網上	c=5 d=1.99145 t=2726
wang xiao bo 	王小波	c=1 d=0.0808629 t=2795
wang ye 	網頁	c=2 d=1.00477 t=2055
wang yi 	網易	c=1 d=0.0257947 t=2795
wang yi yun duo hao 	網易雲多好	c=1 d=0.25924 t=2795
wei 	位	c=1 d=1 t=2485
wei 	偉	c=2 d=1.97531 t=2310
wei 	微	c=1 d=1 t=1978
wei 	爲	c=10 d=1.80152 t=2795
wei 	維	c=3 d=1.40483 t=1602
wei ji 	微機	c=3 d=0.0340475 t=2795
wei ji yuan li 	微機原理	c=2 d=1.98511 t=2333
wei le 	爲了	c=2 d=1.19125 t=2719
wei le zhao ge 	爲了找個	c=1 d=1 t=2344
wei shen me 	爲什麼	c=1 d=0.0572688 t=2795
wei xin 	微信	c=1 d=1 t=1597
wei zhi 	位置	c=1 d=1 t=2323
wen 	文	c=1 d=1 t=2773
wen jian 	文件	c=26 d=1.822 t=2795
wen jian guan li 	文件管理	c=1 d=1 t=2508
wen jian jia 	文件夾	c=9 d=0.774291 t=2795
wen jian ming 	文件名	c=1 d=1 t=2121
wen jian xi tong 	文件系統	c=3 d=0.216545 t=2795
wen ti 	問題	c=12 d=0.132339 t=2795
wen zhang 	文章	c=1 d=1 t=1420
wo 	我	c=12 d=1.34436 t=2795
wo ai ni 	我愛你	c=4 d=0.00256042 t=2795
wo ai ni me na 	我愛你麼那	c=1 d=0.0257325 t=2795
wo bo ke dou 	我博客都	c=1 d=1 t=2561
wo can jia 	我參加	c=1 d=1 t=1058
wo da suan 	我打算	c=2 d=0.463027 t=2795
wo de 	我的	c=17 d=2.75457 t=2795
wo dui 	我對	c=0 d=0.1 t=2510
